DATE,IPB50001N
1919-01-01,4.9286
1919-02-01,4.7348
1919-03-01,4.6240
1919-04-01,4.7071
1919-05-01,4.8455
1919-06-01,5.1501
1919-07-01,5.3162
1919-08-01,5.4270
1919-09-01,5.4547
1919-10-01,5.4270
1919-11-01,5.3162
1919-12-01,4.9563
1920-01-01,5.6485
1920-02-01,5.6762
1920-03-01,5.6762
1920-04-01,5.3162
1920-05-01,5.6485
1920-06-01,5.6485
1920-07-01,5.3439
1920-08-01,5.4547
1920-09-01,5.3439
1920-10-01,5.2055
1920-11-01,4.7071
1920-12-01,4.1256
1921-01-01,4.0426
1921-02-01,3.9872
1921-03-01,3.8764
1921-04-01,3.9041
1921-05-01,4.0979
1921-06-01,4.0426
1921-07-01,3.9041
1921-08-01,4.0979
1921-09-01,4.2087
1921-10-01,4.4856
1921-11-01,4.3748
1921-12-01,4.0149
1922-01-01,4.3748
1922-02-01,4.6794
1922-03-01,4.9563
1922-04-01,4.7348
1922-05-01,5.0394
1922-06-01,5.2886
1922-07-01,5.1501
1922-08-01,5.0670
1922-09-01,5.4547
1922-10-01,5.8700
1922-11-01,6.0361
1922-12-01,5.8146
1923-01-01,5.8146
1923-02-01,6.0085
1923-03-01,6.2853
1923-04-01,6.3961
1923-05-01,6.5622
1923-06-01,6.4792
1923-07-01,6.2577
1923-08-01,6.2853
1923-09-01,6.2853
1923-10-01,6.2853
1923-11-01,6.1192
1923-12-01,5.6485
1924-01-01,5.8977
